Code,Name,Type,Disp,RecType,CompanyCode,EnerSource,OperStartdate,State
3JDZ,AGPE IML EMPAQUES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-01-11,OPERACION
3JE2,AGPE MERCALDAS PALERMO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-01-11,OPERACION
3JE4,AGPE MERCALDAS PROVICENTRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-01-11,OPERACION
3JF6,AGPE SILVIA PALACIO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-01-11,OPERACION
3JF8,AGPE JOSE ALBERTO CALDERON AGUDELO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-01-11,OPERACION
3JFA,AGPE ARA MONTERIA EL DORADO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-01-11,OPERACION
3JFO,AGPE INVERSIONES GIZU SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-01-11,OPERACION
3JFR,AGPE COLOMBO AMERICANO SEDE NORTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-11,OPERACION
3JG3,AGPE MULTIIDEAS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-18,OPERACION
3JG5,AGPE FARMATODO RODADERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-18,OPERACION
3JHX,AGPE LA MASIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-01-18,OPERACION
3JHZ,AGPE PLATINUM INVESTMENTS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ASCC,RAD SOLAR,2024-01-18,OPERACION
3JI2,AGPE SAMUEL DAVID JULIO AMIGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-01-18,OPERACION
3JI4,AGPE INVERSIONES COSIE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-01-18,OPERACION
3JJM,AGPE CENTRO EMPRESARIAL CHIPICHAPE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-25,OPERACION
3JJO,AGPE GRAFICAS MODERNAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-25,OPERACION
3JJQ,AGPE BANCO DE BOGOTA YOPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-25,OPERACION
3JJS,AGPE TERMINAL TRANSPORTE MONTERIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-25,OPERACION
3JJU,AGPE JOSE LUIS LOZANO DURAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-01-25,OPERACION
3JN8,AGPE COLEGIO SAGRADA FAMILIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-02-01,OPERACION
3JNA,AGPE DISTRIBUCIONES HERNANDEZ HERNANDEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-02-01,OPERACION
3JNC,AGPE SUBASTAR SAN PEDRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-02-01,OPERACION
3JNE,AGPE MOTO HIT MONTERIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-02-01,OPERACION
3JNG,AGPE BANCO DE BOGOTA AGUAZUL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-01,OPERACION
3JNL,AGPE MOLINOS EL YOPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-05-01,OPERACION
3JNN,AGPE CENTROABASTOS SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2024-02-08,OPERACION
3JNP,AGPE LENA BEATRIZ REZA GARCIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-02-08,OPERACION
3JNR,AUTOG UNIBOL 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,COGG,GAS,2024-02-11,OPERACION
3JP6,GD BASILICA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-16,OPERACION
3JP8,GD LA URIBE,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-03-14,OPERACION
3JPA,GD ALFEREZ,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-22,OPERACION
3JPC,GD CHICORAL,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-05-19,OPERACION
3JPE,GD LOS CHORROS,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-16,OPERACION
3JPG,AGPE FEDEARROZ PORE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,CASC,RAD SOLAR,2024-02-15,OPERACION
3JPI,AGPE EDS SAN ANTONIO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,TPLC,RAD SOLAR,2024-02-15,OPERACION
3JPK,MINIGRANJA SAN PEDRO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,NTCG,RAD SOLAR,2024-02-27,OPERACION
3JPM,BARAYA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-02-18,OPERACION
3JQA,GD EL BANCO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-22,OPERACION
3JQC,GANDALF,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-02-22,OPERACION
3JQE,CANAHUATE,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-02-22,OPERACION
3JQL,AGPE CORPORACION CLUB COLOMBIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ASCC,RAD SOLAR,2024-02-22,OPERACION
3JQT,AGPE TELESENTINEL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-02-22,OPERACION
3JQV,AGPE ARA SAN VICENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION
3JQX,AGPE MODULTEC II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION
3JQZ,AGPE MODULTEC I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION
3JR2,AGPE MODULTEC III,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION
3K52,AGPE SINCRON OFICINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-02-29,OPERACION
3K54,AGPE SINCRON PANCE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-02-29,OPERACION
3K56,AGPE AMISALUD SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-02-29,OPERACION
3K5A,AGPE CLINICA SALUD ORAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-29,OPERACION
3K5C,AGPE GRASAS Y LACTEOS DE OCCIDENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2024-02-29,OPERACION
3K5E,AGPE CONGNAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-02-29,OPERACION
3K5G,AGPE EDGAVDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-02-29,OPERACION
3K5I,AGPE ARIS TEXTIL SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-29,OPERACION
3K5Y,AGPE SALUD FORMA MEDICAL ESTHETIC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-03-01,OPERACION
3K61,AGPE LECHERIA EL UBERRIMO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-03-01,OPERACION
3K6R,AGPE PANADERIA GALAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-07,OPERACION
3K6T,SOLAR ALEJANDRIA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2024-04-27,PRUEBAS
3K6V,AGPE BANCO DE BOGOTA JAMUNDI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-07,OPERACION
3K6X,GD LA HONDA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-03-14,OPERACION
3K7L,AGPE RTS TULUA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION
3K7N,AGPE FUNGICOL Y CIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION
3K7P,AGPE ANDALUCIA TALLER,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION
3K7R,AGPE ANDALUCIA POSCOSECHA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION
3K7T,AGPE ANDALUCIA PORTERIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION
3K88,AGPE FABRICA CALZADO ROMULO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,FERC,RAD SOLAR,2024-03-21,OPERACION
3K8A,CELSIA SOLAR ALUMINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,RAD SOLAR,2024-03-24,PRUEBAS
3K8C,BSB 503,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2024-09-26,OPERACION
3K8E,BSB 504,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2024-09-27,OPERACION
3K91,AGPE CALZACOSTA OFICINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-28,OPERACION
3K93,AGPE CI FARMAPLAST,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-03-28,OPERACION
3KA2,AGPE PEDRO ANTONIO TOSCANO TOSCANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-01,OPERACION
3KA6,AGPE CC LA FLORIDA I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2024-04-04,OPERACION
3KA8,AGPE SOLUCIONES ADUANERAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-04-04,OPERACION
3KE2,AGPE BICITIENDA JR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-11,OPERACION
3KE4,AGPE CARLOS MANUEL BOOM BURGOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-11,OPERACION
3KE6,AGPE KALA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-11,OPERACION
3KJK,SOL Y CIELO I,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EYCG,RAD SOLAR,2024-05-26,PRUEBAS
3KK1,AGPE MEAT MARKET,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-18,OPERACION
3KK3,AGPE VITELSA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION
3KK5,AGPE DINISSAN CALI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION
3KK7,AGPE ABISAI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION
3KK9,AGPE SUPERCANAVERAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION
3KKB,AGPE JORGE EMILIO MONTES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-18,OPERACION
3KKD,AGPE VITE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION
3KL6,AGPE GASTROCESAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-04-20,OPERACION
3KL8,AGPE MANUEL GONZALEZ CASA 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-20,OPERACION
3KLA,AGPE JAIME HUMBERTO VELEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION
3KLC,AGPE ALFONSO PAYAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION
3KLE,AGPE ALFREDO PACHECO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION
3KLG,AGPE CHM MINERIA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2024-04-20,OPERACION
3KLI,AGPE JUAN ERAZO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION
3KLK,AGPE SEMINARIO DIOCESANO CRISTO SACERDOTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,CETC,RAD SOLAR,2024-04-21,OPERACION
3KLM,AGPE BERNARDO LENIS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-22,OPERACION
3KLO,AGPE HENRI GALVIS NIETO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-04-22,OPERACION
3KLQ,AUTOG TERMOMACAGUA 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GSAG,GAS,2024-06-29,OPERACION
3KLS,AGPE PARDO CORENA LTDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-23,OPERACION
3KLU,AGPE SUMILAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-04-25,OPERACION
3KO9,AGPE CACHARRERIA JUNIOR L,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-25,OPERACION
3KOJ,AGPE MADEPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,CETC,RAD SOLAR,2024-04-27,OPERACION
3KOL,GD PALERMO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-12-03,OPERACION
3KOP,AGPE CASITA DEL CUY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-04-28,OPERACION
3KOR,AGPE SUBASTAR SAHAGUN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-28,OPERACION
3KOT,AGPE CESAR JULIO HERNANDEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-28,OPERACION
3KOV,AGPE INDUSTRIAS NEGLE II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-04-28,OPERACION
3KOX,AGPE LAS VEGAS RECREACIONES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-04-29,OPERACION
3KOZ,AGPE LA GRAN RESERVA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-04-29,OPERACION
3KR2,AGPE FUNDACION  OFTALMOLOGICA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-05-06,OPERACION
3KR4,AGPE CC LA FLORIDA II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2024-05-06,OPERACION
3KR6,AGPE RAMON GIRALDO GONZALEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-05-06,OPERACION
3KR8,AGPE MAURICIO VERGARA FRANCO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-05-06,OPERACION
3KVZ,AUTOG BIOS CONTEGRAL CARTAGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPMG,RAD SOLAR,2024-05-24,PRUEBAS
3KX5,AGPE PARROQUIA ESPIRITU SANTO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-05-16,OPERACION
3KXI,AGPE RODOLFO ANTONIO ONATE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-05-16,OPERACION
3KXQ,AUTOG BIOS CONTEGRAL NEIVA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPMG,RAD SOLAR,2024-05-24,PRUEBAS
3L99,AGPE GRUPO SAN JORGE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-05-23,OPERACION
3L9B,AUTOG EL COPEY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GECG,RAD SOLAR,2024-05-31,PRUEBAS
3L9D,AGPE COLGATE PALMOLIVE PALMIRA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EMIC,RAD SOLAR,2024-05-23,OPERACION
3LC5,AGPE OCCICAUCHO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-05-30,OPERACION
3LC7,AGPE UNIPLAST SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-05-30,OPERACION
3LC9,AGPE SANTIAGO ARANGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-05-30,OPERACION
3LCB,AGPE PRIMAX COLOMBIA FACATATIVA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-05-30,OPERACION
3LK3,AGPE LUZ MARIA QUINTERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-01,OPERACION
3LK5,AGPE SERVI CARROS MONTERIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-01,OPERACION
3LLY,PARQUE SOLAR HONDA II,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,AAGG,RAD SOLAR,2024-08-31,PRUEBAS
3LM1,AGPE DAVID SANCHEZ SANCHEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-06,OPERACION
3LM3,AGPE DANIEL JOSE JALLER,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-06,OPERACION
3LM5,AGPE GERMAN ALFREDO ORTIZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-06,OPERACION
3LM7,AGPE EMIRO VELASQUEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-06-06,OPERACION
3LM9,AGPE HOTEL V1501,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ASCC,RAD SOLAR,2024-06-06,OPERACION
3LMB,AGPE SAN ISIDRO I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-06-06,OPERACION
3LMD,AGPE VELEZ OSORIO E HIJOS S EN C,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-06,OPERACION
3LMF,AGPE SERGIO ANDRES VELEZ OSORIO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-06,OPERACION
3LMH,JEQUES,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2024-10-04,PRUEBAS
3LMJ,CELSIA SOLAR BUGALAGRANDE,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,RAD SOLAR,2024-09-21,PRUEBAS
3LML,AGPE METROPOLITANA DE COMBUSTIBLE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-06-06,OPERACION
3LPS,AGPE COLEGIO PARROQUIAL PABLO VI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-06-13,OPERACION
3LPU,AGPE CASA EPISCOPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-06-13,OPERACION
3LPW,AGPE SEMINARIO DIOCESANO JUAN PABLO II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-06-13,OPERACION
3LPY,AGPE AGROZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2024-06-13,OPERACION
3LQ1,AGPE LA SELVA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2024-06-13,OPERACION
3LQ3,AGPE AMERICANA DE CURTIDOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2024-06-13,OPERACION
3LQZ,AGPE CABANA SERGIO VELEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-13,OPERACION
3MAF,AGPE CABAL VASQUEZ Y CIA S EN C,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-06-20,OPERACION
3MAH,AGPE AMERIPLAST Y CIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EMIC,RAD SOLAR,2024-06-20,OPERACION
3MAJ,AGPE BERHLAN TEBAIDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-06-20,OPERACION
3MAL,AGPE CONSTRUCCIONES INMUNIZADAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-06-20,OPERACION
3MAN,AGPE JCURUETA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-06-20,OPERACION
3MAP,AGPE MEDINUCLEAR SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ASCC,RAD SOLAR,2024-06-20,OPERACION
3MAR,AGPE INVERSIONES ZORAIDA HV SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-06-20,OPERACION
3MAT,AGPE INEMA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-06-20,OPERACION
3MAV,AGPE LASTRA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-06-20,OPERACION
3MFN,AGPE FRISBY SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-06-27,OPERACION
3MFP,AGPE IED LAS NIEVES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-06-27,OPERACION
3MFR,AGPE IED SANTO DOMINGO DE GUZMAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-06-27,OPERACION
