Values_code,max_hourly_kW,total_gen_kWh,days_active,capacidad_MW,gen_anual_GWh,factor_planta,Code,Name,Type,Disp,RecType,CompanyCode,EnerSource,OperStartdate,State
SLVJ,315914.63,728000290.23,366,315.91463,728.00029023,0.26306175172175084,SLVJ,SALVAJINA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,EPSG,AGUA,1995-07-20,OPERACION
SMI1,50462.94,317506461.81,360,50.46294,317.50646181,0.7182504603771858,SMI1,SAN MIGUEL,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,ISGG,AGUA,2015-12-23,OPERACION
SNC1,1793.09,6513128.25,301,1.7930899999999999,6.51312825,0.4146516856911201,SNC1,SAN CANCIO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EPMG,AGUA,1929-01-01,OPERACION
SNCR,1252968.44,5206096287.79,365,1252.9684399999999,5206.09628779,0.4743162000151989,SNCR,SAN CARLOS,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,1984-01-20,OPERACION
SNFR,139323.63,246158950.42,365,139.32363,246.15895042,0.20169110441592766,SNFR,SAN FRANCISCO,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,EPMG,AGUA,1969-01-01,OPERACION
SNT1,4819.65,8344515.0,125,4.819649999999999,8.344515,0.19764302500792635,SNT1,SANTA ANA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2005-06-09,OPERACION
SOG1,823694.16,4139180492.72,366,823.69416,4139.18049272,0.5736463988850748,SOG1,SOGAMOSO,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,2014-12-20,OPERACION
SPY1,1628.28,9639334.92,366,1.62828,9.63933492,0.6757932902388637,SPY1,RIO SAPUYES,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,CDNG,AGUA,1954-01-01,OPERACION
SRA1,1319.34,3994124.64,221,1.31934,3.9941246400000003,0.34558968982208,SRA1,SANTA RITA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,GPEG,AGUA,2010-08-18,OPERACION
STG1,2427.47,10112743.37,366,2.42747,10.112743369999999,0.47556623115112434,STG1,SANTIAGO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,HDTG,AGUA,2011-01-08,OPERACION
SUV1,6568.2,25971963.65,338,6.5682,25.97196365,0.4513924717738532,SUV1,SUEVA 2,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,CMXG,AGUA,2002-05-24,OPERACION
TBQ3,60996.43,107741497.22,110,60.996430000000004,107.74149722,0.2016389758140924,TBQ3,BARRANQUILLA 3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TBSG,GAS,1980-01-01,OPERACION
TBQ4,62753.71,112282435.42,109,62.75371,112.28243542,0.2042529376216203,TBQ4,BARRANQUILLA 4,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TBSG,GAS,1980-01-01,OPERACION
TBST,795599.78,4035674847.67,343,795.59978,4035.67484767,0.5790517887792974,TBST,TEBSAB CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,TBSG,GAS,1989-10-21,OPERACION
TCBE,53044.8,85179474.28,166,53.0448,85.17947428000001,0.18331079160518682,TCBE,TERMOCARIBE III 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TCBG,GLP,2024-03-21,OPERACION
TCDT,553630.58,2355485090.02,260,553.63058,2355.48509002,0.4856866685568841,TCDT,TERMOCANDELARIA CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,TCIG,GAS,2023-10-27,OPERACION
TDR1,44921.45,20805591.96,68,44.92145,20.80559196,0.052871569714300536,TDR1,TERMODORADA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,EPMG,JET-A1,1997-08-11,OPERACION
TEC1,216330.0,455305146.31,154,216.33,455.30514631,0.24026012722719622,TEC1,TERMOEMCALI CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,TEMG,ACPM,1999-07-16,OPERACION
TFL1,161648.33,698206106.99,293,161.64833,698.20610699,0.49306969946431944,TFL1,FLORES I CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,TMFG,GAS,1993-11-01,OPERACION
TFL4,435045.61,2620577341.34,351,435.04561,2620.57734134,0.6876351758532392,TFL4,FLORES 4 CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,TMFG,GAS,2010-12-01,OPERACION
TGJ1,150646.06,912029285.39,321,150.64606,912.02928539,0.6911095592021864,TGJ1,GUAJIRA 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GECG,CARBON,1983-08-08,OPERACION
TGJ2,137507.34,741092477.9,345,137.50734,741.0924779,0.6152369606872619,TGJ2,GUAJIRA 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,GECG,CARBON,1987-11-23,OPERACION
TMB1,4473.0,17574214.0,346,4.473,17.574214,0.44851080098041324,TMB1,TERMOBOLIVAR 1,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,GSAG,GAS,2016-03-04,OPERACION
TMS1,830.9,6428860.34,366,0.8309,6.42886034,0.8832448750351025,TMS1,RIOFRIO (TAMESIS),HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPMG,AGUA,1951-01-01,OPERACION
TPD1,4607.72,12478951.4,350,4.6077200000000005,12.4789514,0.3091632805487808,TPD1,TERMOPIEDRAS 1,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,TRPG,GAS,1999-12-30,OPERACION
TPUY,96826.82,163900409.13,314,96.82682000000001,163.90040912999999,0.19323253997640688,TPUY,PARQUE SOLAR TEPUY,SOLAR,DESPACHADO CENTRALMENTE,NORMAL,EPMG,RAD SOLAR,2024-06-12,OPERACION
TR2G,20163.9,44884642.07,366,20.1639,44.88464207,0.25410846056068237,TR2G,TRINA-VATIA BSLII,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2021-01-22,PRUEBAS
TR3G,20392.49,42664628.34,366,20.392490000000002,42.66462834,0.23883259783448213,TR3G,TRINA-VATIA BSLIII,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2020-11-30,PRUEBAS
TRM1,9.34,49.14,1,0.00934,4.914e-05,0.000600598398404271,TRM1,TERMOCENTRO CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,TCNG,GAS,2000-11-30,OPERACION
TRN1,90397.7,516712345.3,354,90.3977,516.7123453,0.6525102690185934,TRN1,TERMONORTE,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TMNG,COMBUSTOLEO,2018-12-01,OPERACION
TSJ1,166567.67,1176639156.19,328,166.56767000000002,1176.63915619,0.806396213490012,TSJ1,TASAJERO 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TRMG,CARBON,1985-02-20,OPERACION
TSJ2,172403.35,1228352227.45,319,172.40335000000002,1228.35222745,0.813341834801007,TSJ2,TASAJERO 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TERG,CARBON,2015-11-30,OPERACION
TSR1,399762.87,419077437.12,109,399.76287,419.07743712,0.11967066896981149,TSR1,TERMOSIERRA CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,EPMG,ACPM,1998-02-07,OPERACION
TUJ1,19962.56,70751049.53,234,19.96256,70.75104953,0.40458757932978395,TUJ1,TUNJITA,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,CHVG,AGUA,2016-06-30,OPERACION
TVL1,233707.28,777921925.14,228,233.70728,777.92192514,0.37997906069882253,TVL1,TERMOVALLE CC,TERMICA,DESPACHADO CENTRALMENTE,CICLO COMBINADO,TMVG,ACPM,2011-12-17,OPERACION
TYP1,35395.11,131034206.82,335,35.39511,131.03420681999998,0.4226076084428394,TYP1,TERMOYOPAL 1,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TYPG,GAS,2005-03-11,OPERACION
TYP2,51667.95,220876060.45,349,51.66795,220.87606044999998,0.4880039202605577,TYP2,TERMOYOPAL 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TYPG,GAS,2004-07-29,OPERACION
TYP3,48283.99,31515853.8,35,48.283989999999996,31.515853800000002,0.07451124493811412,TYP3,TERMOYOPAL G3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TYPG,GAS,2020-08-31,OPERACION
TYP4,48065.66,370689568.57,358,48.06566,370.68956857,0.8803823934938603,TYP4,TERMOYOPAL G4,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TYPG,GAS,2020-08-31,OPERACION
TYP5,52415.33,84782322.05,89,52.415330000000004,84.78232204999999,0.18464726380587002,TYP5,TERMOYOPAL G5,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,TYPG,GAS,2021-02-11,OPERACION
UNN1,863.13,3078804.63,208,0.86313,3.07880463,0.40719441538751366,UNN1,UNION,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,CALG,AGUA,1935-01-01,OPERACION
URA1,306488.89,1312846287.8,366,306.48889,1312.8462878,0.4889844382093717,URA1,URRA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,EMUG,AGUA,2000-02-14,OPERACION
USQ1,1802.2,8295412.53,364,1.8022,8.29541253,0.5254493955637174,USQ1,USAQUEN,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2013-04-15,OPERACION
VLT1,11259.6,45577518.8,359,11.2596,45.5775188,0.4620868507782542,VLT1,LA VUELTA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EPMG,AGUA,2004-11-22,OPERACION
VNTA,3209.09,12138131.15,250,3.20909,12.13813115,0.43178328118480674,VNTA,VENTANA A,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,HDTG,AGUA,1957-11-01,OPERACION
VNTB,3028.88,4351781.76,184,3.02888,4.35178176,0.1640140050863776,VNTB,VENTANA B,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,HDTG,AGUA,1957-11-01,OPERACION
ZPA2,33668.42,110891079.13,224,33.66842,110.89107913,0.37598434935298186,ZPA2,ZIPAEMG 2,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,ENDG,CARBON,1964-01-01,OPERACION
ZPA3,55726.17,257368597.63,284,55.726169999999996,257.36859763,0.5272204585099215,ZPA3,ZIPAEMG 3,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,ENDG,CARBON,1976-01-01,OPERACION
ZPA4,63691.21,334038373.1,309,63.69121,334.0383731,0.5987048192701335,ZPA4,ZIPAEMG 4,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,ENDG,CARBON,1981-04-01,OPERACION
ZPA5,60682.41,259975557.49,261,60.682410000000004,259.97555749,0.48906388286055347,ZPA5,ZIPAEMG 5,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,ENDG,CARBON,1985-12-14,OPERACION
